rank,citedby,docsource,url,title
53,33780,Central Government Act,https://indiankanoon.org/doc/594493/,Section 294 in The Indian Penal Code
54,33714,Central Government Act,https://indiankanoon.org/doc/1119707/,Section 395 in The Indian Penal Code
55,33244,Central Government Act,https://indiankanoon.org/doc/751411/,"Section 3 in the Dowry Prohibition Act, 1961"
56,33129,Central Government Act,https://indiankanoon.org/doc/1243353/,Section 342 in The Indian Penal Code
57,32679,Central Government Act,https://indiankanoon.org/doc/136948773/,"Section 166 in The Motor Vehicles Act, 1988"
58,32365,Central Government Act,https://indiankanoon.org/doc/447673/,"Section 161 in The Code Of Criminal Procedure,   1973"
59,32271,Central Government Act,https://indiankanoon.org/doc/329571/,Section 392 in The Indian Penal Code
60,32075,Central Government Act,https://indiankanoon.org/doc/147367599/,"Section 173 in The Motor Vehicles Act, 1988"
61,31977,Central Government Act,https://indiankanoon.org/doc/1667388/,Section 419 in The Indian Penal Code
62,30452,Central Government Act,https://indiankanoon.org/doc/112749/,Section 114 in The Indian Penal Code
63,29202,Central Government Act,https://indiankanoon.org/doc/77781517/,Section 229A in The Indian Penal Code
64,27540,Central Government Act,https://indiankanoon.org/doc/94452/,Section 414 in The Indian Penal Code
65,27129,Central Government Act,https://indiankanoon.org/doc/119436650/,Section 174A in The Indian Penal Code
66,26237,Central Government Act,https://indiankanoon.org/doc/1868826/,Section 498 in The Indian Penal Code
67,25859,Central Government Act,https://indiankanoon.org/doc/1096965/,Section 143 in The Indian Penal Code
68,25801,Central Government Act,https://indiankanoon.org/doc/1947545/,Section 448 in The Indian Penal Code
69,25457,Central Government Act,https://indiankanoon.org/doc/162506/,Section 447 in The Indian Penal Code
70,24211,Central Government Act,https://indiankanoon.org/doc/4266/,Section 308 in The Indian Penal Code
71,23802,Central Government Act,https://indiankanoon.org/doc/1613898/,"Section 207 in The Code Of Criminal Procedure,   1973"
72,23360,Central Government Act,https://indiankanoon.org/doc/1317063/,Section 465 in The Indian Penal Code
73,23340,Central Government Act,https://indiankanoon.org/doc/43654/,"Section 4 in The Land Acquisition Act, 1894"
74,23284,Central Government Act,https://indiankanoon.org/doc/1402213/,Section 337 in The Indian Penal Code
75,22706,Central Government Act,https://indiankanoon.org/doc/1865117/,Section 397 in The Indian Penal Code
76,22253,Central Government Act,https://indiankanoon.org/doc/764237/,Section 394 in The Indian Penal Code
77,21601,Central Government Act,https://indiankanoon.org/doc/1185693/,Section 511 in The Indian Penal Code
78,20702,Central Government Act,https://indiankanoon.org/doc/704277/,"Section 8 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
79,20599,Central Government Act,https://indiankanoon.org/doc/1056396/,"Section 125 in The Code Of Criminal Procedure,   1973"
80,20520,Central Government Act,https://indiankanoon.org/doc/1559723/,Section 366A in The Indian Penal Code
81,20511,Central Government Act,https://indiankanoon.org/doc/974692/,"Section 11 in the Contempt of Courts Act, 1971"
82,20185,Central Government Act,https://indiankanoon.org/doc/695990/,Section 364 in The Indian Penal Code
83,19719,Central Government Act,https://indiankanoon.org/doc/471092/,Section 272 in The Indian Penal Code
84,19465,Central Government Act,https://indiankanoon.org/doc/1412034/,"Section 173 in The Code Of Criminal Procedure,   1973"
85,19372,Central Government Act,https://indiankanoon.org/doc/1517117/,"Section 18 in The Land Acquisition Act, 1894"
86,19142,Central Government Act,https://indiankanoon.org/doc/285163/,Section 273 in The Indian Penal Code
87,18855,Central Government Act,https://indiankanoon.org/doc/1873755/,Section 457 in The Indian Penal Code
88,18782,Central Government Act,https://indiankanoon.org/doc/886598/,Section 365 in The Indian Penal Code
89,18592,Central Government Act,https://indiankanoon.org/doc/1944660/,Section 384 in The Indian Penal Code
90,18355,Central Government Act,https://indiankanoon.org/doc/1440821/,Section 332 in The Indian Penal Code
91,18236,Central Government Act,https://indiankanoon.org/doc/268919/,"Section 139 in The Negotiable Instruments Act, 1881"
92,18217,Central Government Act,https://indiankanoon.org/doc/42436223/,Section 3 in RULES OF PROCEDURE OF THE NATIONAL COMMISSION FOR SCHEDULED CASTES
93,17893,Central Government Act,https://indiankanoon.org/doc/1371604/,Section 304A in The Indian Penal Code
94,17751,Central Government Act,https://indiankanoon.org/doc/1571667/,"Section 401 in The Code Of Criminal Procedure,   1973"
95,17673,Central Government Act,https://indiankanoon.org/doc/1457888/,"Section 397 in The Code Of Criminal Procedure,   1973"
96,17629,Central Government Act,https://indiankanoon.org/doc/263398/,"Section 22 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
97,16865,Central Government Act,https://indiankanoon.org/doc/770961/,"Section 323 in The Code Of Criminal Procedure,   1973"
98,16486,Central Government Act,https://indiankanoon.org/doc/1598801/,"Section 82 in The Code Of Criminal Procedure,   1973"
99,16009,Central Government Act,https://indiankanoon.org/doc/919170/,"Section 20 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
100,15963,Central Government Act,https://indiankanoon.org/doc/1721129/,Section 338 in The Indian Penal Code
101,15662,Central Government Act,https://indiankanoon.org/doc/1792838/,"Section 6 in The Land Acquisition Act, 1894"
102,15373,Central Government Act,https://indiankanoon.org/doc/1507082/,Section 3 in The Indian Penal Code
103,15319,Central Government Act,https://indiankanoon.org/doc/427855/,Article 136 in The Constitution Of India   1949
104,14906,Central Government Act,https://indiankanoon.org/doc/1722761/,"Section 34 in The Arbitration Act,   1940"
105,14758,Central Government Act,https://indiankanoon.org/doc/609139/,Article 12 in The Constitution Of India   1949
106,14185,Central Government Act,https://indiankanoon.org/doc/1566465/,"Section 21 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
107,14171,Central Government Act,https://indiankanoon.org/doc/1252855/,"Section 29 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
108,14148,Central Government Act,https://indiankanoon.org/doc/399026/,Section 399 in The Indian Penal Code
109,14093,Central Government Act,https://indiankanoon.org/doc/903398/,Section 482 in The Indian Penal Code
110,14066,Central Government Act,https://indiankanoon.org/doc/444619/,"Section 200 in The Code Of Criminal Procedure,   1973"
111,13776,Central Government Act,https://indiankanoon.org/doc/1120409/,"Section 9 in The Arbitration Act,   1940"
112,13706,Central Government Act,https://indiankanoon.org/doc/1784492/,Section 402 in The Indian Penal Code
113,13324,Central Government Act,https://indiankanoon.org/doc/1961417/,Section 25 in The Indian Penal Code
114,12966,Central Government Act,https://indiankanoon.org/doc/981147/,Article 32 in The Constitution Of India   1949
115,12873,Central Government Act,https://indiankanoon.org/doc/1369783/,"Section 20 in The Right To Information Act, 2005"
116,12694,Central Government Act,https://indiankanoon.org/doc/1083556/,"Section 18 in The Right To Information Act, 2005"
117,12687,Central Government Act,https://indiankanoon.org/doc/1312051/,"Section 27 in The Indian Evidence Act, 1872"
118,12671,Central Government Act,https://indiankanoon.org/doc/848468/,"Section 437 in The Code Of Criminal Procedure,   1973"
119,12549,Central Government Act,https://indiankanoon.org/doc/1517318/,Section 436 in The Indian Penal Code
120,12116,Central Government Act,https://indiankanoon.org/doc/513074/,Section 109 in The Indian Penal Code
121,12028,Central Government Act,https://indiankanoon.org/doc/1284729/,"Section 13 in The Hindu Marriage Act, 1955"
122,11925,Central Government Act,https://indiankanoon.org/doc/1888237/,"Section 148 in The Income- Tax Act,   1995"
123,11870,Central Government Act,https://indiankanoon.org/doc/1837761/,"Section 147 in The Income- Tax Act,   1995"
124,11817,Central Government Act,https://indiankanoon.org/doc/32775809/,"Section 140 in The Motor Vehicles Act, 1988"
125,11736,Central Government Act,https://indiankanoon.org/doc/1980578/,"Section 154 in The Code Of Criminal Procedure,   1973"
126,11721,Central Government Act,https://indiankanoon.org/doc/140515/,Section 313 in The Indian Penal Code
127,11680,Central Government Act,https://indiankanoon.org/doc/1046310/,"Section 15 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
128,11487,Central Government Act,https://indiankanoon.org/doc/211089/,Article 16 in The Constitution Of India   1949
129,11466,Central Government Act,https://indiankanoon.org/doc/1535430/,Section 328 in The Indian Penal Code
130,11466,Central Government Act,https://indiankanoon.org/doc/175699/,Section 336 in The Indian Penal Code
131,11306,Central Government Act,https://indiankanoon.org/doc/1432790/,Section 188 in The Indian Penal Code
132,11145,Central Government Act,https://indiankanoon.org/doc/731516/,"Section 114 in The Indian Evidence Act, 1872"
133,10882,Central Government Act,https://indiankanoon.org/doc/596725/,"Section 11 in The Arbitration Act,   1940"
134,10838,Central Government Act,https://indiankanoon.org/doc/230360/,"Section 4 in The Children Act,   1960"
135,10729,Central Government Act,https://indiankanoon.org/doc/517539/,"Section 118 in The Negotiable Instruments Act, 1881"
136,10513,Central Government Act,https://indiankanoon.org/doc/1983271/,"Section 302 in The Code Of Criminal Procedure,   1973"
137,10421,Central Government Act,https://indiankanoon.org/doc/1154131/,"Section 147 in The Code Of Criminal Procedure,   1973"
138,10417,Central Government Act,https://indiankanoon.org/doc/508426/,Section 494 in The Indian Penal Code
139,10376,Central Government Act,https://indiankanoon.org/doc/267625/,"Section 324 in The Code Of Criminal Procedure,   1973"
140,10343,Central Government Act,https://indiankanoon.org/doc/1418464/,"Section 2 in The Industrial Disputes Act,   1947"
141,10140,Central Government Act,https://indiankanoon.org/doc/791362/,"Section 148 in The Code Of Criminal Procedure,   1973"
142,10044,Central Government Act,https://indiankanoon.org/doc/1123043/,Article 309 in The Constitution Of India   1949
143,10021,Central Government Act,https://indiankanoon.org/doc/914361/,"Section 428 in The Code Of Criminal Procedure,   1973"
144,10007,Central Government Act,https://indiankanoon.org/doc/435819/,"Section 319 in The Code Of Criminal Procedure,   1973"
145,9927,Central Government Act,https://indiankanoon.org/doc/1891987/,"Section 12 in the Consumer Protection Act, 1986"
146,9925,Central Government Act,https://indiankanoon.org/doc/324254/,"Section 7 in The Prevention of Corruption Act, 1988"
147,9878,Central Government Act,https://indiankanoon.org/doc/1183069/,Section 386 in The Indian Penal Code
148,9739,Central Government Act,https://indiankanoon.org/doc/844968/,Section 412 in The Indian Penal Code
149,9734,Central Government Act,https://indiankanoon.org/doc/496325/,"Section 37 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
150,9730,Central Government Act,https://indiankanoon.org/doc/488479/,Section 186 in The Indian Penal Code
151,9582,Central Government Act,https://indiankanoon.org/doc/1099980/,"Section 420 in The Code Of Criminal Procedure,   1973"
152,9566,Central Government Act,https://indiankanoon.org/doc/961083/,"Section 50 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
153,9526,Central Government Act,https://indiankanoon.org/doc/105503/,Section 417 in The Indian Penal Code
154,9450,Central Government Act,https://indiankanoon.org/doc/361626/,"Section 7 in The Essential Commodities Act, 1955"
155,9396,Central Government Act,https://indiankanoon.org/doc/1056316/,"Section 25F in The Industrial Disputes Act,   1947"
156,9322,Central Government Act,https://indiankanoon.org/doc/593162/,"Section 19 in The Right To Information Act, 2005"
157,9239,Central Government Act,https://indiankanoon.org/doc/985477/,"Section 389 in The Code Of Criminal Procedure,   1973"
158,9227,Central Government Act,https://indiankanoon.org/doc/322349/,"Section 9 in The Hindu Marriage Act, 1955"
159,9196,Central Government Act,https://indiankanoon.org/doc/1688284/,Section 387 in The Indian Penal Code
160,9063,Central Government Act,https://indiankanoon.org/doc/647828/,"Section 307 in The Code Of Criminal Procedure,   1973"
161,8955,Central Government Act,https://indiankanoon.org/doc/1780550/,"Section 311 in The Code Of Criminal Procedure,   1973"
162,8634,Central Government Act,https://indiankanoon.org/doc/872363/,"Section 143 in The Code Of Criminal Procedure,   1973"
163,8632,Central Government Act,https://indiankanoon.org/doc/1149595/,"Section 202 in The Code Of Criminal Procedure,   1973"
164,8580,Central Government Act,https://indiankanoon.org/doc/661069/,"Section 341 in The Code Of Criminal Procedure,   1973"
165,8519,Central Government Act,https://indiankanoon.org/doc/91933/,"Section 320 in The Code Of Criminal Procedure,   1973"
166,8388,Central Government Act,https://indiankanoon.org/doc/1137396/,"Section 100 in The Code Of Criminal Procedure,   1973"
167,8382,Central Government Act,https://indiankanoon.org/doc/269047/,"Section 12 in the Contempt of Courts Act, 1971"
168,8262,Central Government Act,https://indiankanoon.org/doc/1218090/,Article 19 in The Constitution Of India   1949
169,8257,Central Government Act,https://indiankanoon.org/doc/1832444/,"Section 6 in The Children Act,   1960"
170,8007,Central Government Act,https://indiankanoon.org/doc/1086076/,"Section 294 in The Code Of Criminal Procedure,   1973"
171,7857,Central Government Act,https://indiankanoon.org/doc/895891/,Section 320 in The Indian Penal Code
172,7725,Central Government Act,https://indiankanoon.org/doc/1976294/,Section 413 in The Indian Penal Code
173,7514,Central Government Act,https://indiankanoon.org/doc/1978286/,"Section 263 in The Income- Tax Act,   1995"
174,7511,Central Government Act,https://indiankanoon.org/doc/367290/,"Section 14 in The Delhi Rent Act,   1995"
175,7495,Central Government Act,https://indiankanoon.org/doc/325366/,"Section 18 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
176,7423,Central Government Act,https://indiankanoon.org/doc/882644/,Article 141 in The Constitution Of India   1949
177,7374,Central Government Act,https://indiankanoon.org/doc/500307/,Article 142 in The Constitution Of India   1949
178,7311,Central Government Act,https://indiankanoon.org/doc/864520/,"Section 15 in the Consumer Protection Act, 1986"
179,7107,Central Government Act,https://indiankanoon.org/doc/1187622/,Section 173 in The Indian Penal Code
180,7076,Central Government Act,https://indiankanoon.org/doc/224316/,"Section 281 in The Code Of Criminal Procedure,   1973"
181,6960,Central Government Act,https://indiankanoon.org/doc/1092263/,Section 3 in Arms Act
182,6960,Central Government Act,https://indiankanoon.org/doc/711469/,"Section 66 in The Income- Tax Act,   1995"
183,6937,Central Government Act,https://indiankanoon.org/doc/68146/,Section 509 in The Indian Penal Code
184,6893,Central Government Act,https://indiankanoon.org/doc/1962259/,"Section 19 in The Administrative Tribunals Act, 1985"
185,6860,Central Government Act,https://indiankanoon.org/doc/482448/,"Section 376 in The Code Of Criminal Procedure,   1973"
186,6815,Central Government Act,https://indiankanoon.org/doc/439618/,"Section 13B in The Hindu Marriage Act, 1955"
187,6797,Central Government Act,https://indiankanoon.org/doc/387648/,"Section 34 in The Code Of Criminal Procedure,   1973"
188,6787,Central Government Act,https://indiankanoon.org/doc/9545/,Section 376D in The Indian Penal Code
189,6784,Central Government Act,https://indiankanoon.org/doc/429078/,"Section 251 in The Code Of Criminal Procedure,   1973"
190,6768,Central Government Act,https://indiankanoon.org/doc/1552733/,Section 435 in The Indian Penal Code
191,6762,Central Government Act,https://indiankanoon.org/doc/207538/,Article 215 in The Constitution Of India   1949
192,6757,Central Government Act,https://indiankanoon.org/doc/1599077/,"Section 468 in The Code Of Criminal Procedure,   1973"
193,6741,Central Government Act,https://indiankanoon.org/doc/862769/,"Section 68 in The Income- Tax Act,   1995"
194,6738,Central Government Act,https://indiankanoon.org/doc/80042/,"Section 106 in The Transfer of Property Act, 1882"
195,6731,Central Government Act,https://indiankanoon.org/doc/22871263/,"Section 163A in The Motor Vehicles Act, 1988"
196,6723,Central Government Act,https://indiankanoon.org/doc/1449825/,"Section 24 in The Hindu Marriage Act, 1955"
197,6705,Central Government Act,https://indiankanoon.org/doc/626019/,Section 300 in The Indian Penal Code
198,6618,Central Government Act,https://indiankanoon.org/doc/1669932/,"Section 10 in The Industrial Disputes Act,   1947"
199,6612,Central Government Act,https://indiankanoon.org/doc/1945807/,"Section 28 in The Land Acquisition Act, 1894"
200,6591,Central Government Act,https://indiankanoon.org/doc/47623/,Article 311 in The Constitution Of India   1949
201,6588,Central Government Act,https://indiankanoon.org/doc/31609/,"Section 23 in The Land Acquisition Act, 1894"
202,6567,Central Government Act,https://indiankanoon.org/doc/1682361/,Section 437 in The Indian Penal Code
203,6507,Central Government Act,https://indiankanoon.org/doc/1374258/,Section 364A in The Indian Penal Code
204,6452,Central Government Act,https://indiankanoon.org/doc/1914745/,"Section 107 in The Code Of Criminal Procedure,   1973"
205,6447,Central Government Act,https://indiankanoon.org/doc/782467/,"Section 8 in The Children Act,   1960"
206,6440,Central Government Act,https://indiankanoon.org/doc/1836974/,Section 377 in The Indian Penal Code
207,6367,Central Government Act,https://indiankanoon.org/doc/758550/,"Section 8 in The Right To Information Act, 2005"
208,6362,Central Government Act,https://indiankanoon.org/doc/595945/,"Section 142 in The Negotiable Instruments Act, 1881"
209,6343,Central Government Act,https://indiankanoon.org/doc/291273/,"Section 11 in The Land Acquisition Act, 1894"
210,6322,Central Government Act,https://indiankanoon.org/doc/1954990/,"Section 10 in The Income- Tax Act,   1995"
211,6311,Central Government Act,https://indiankanoon.org/doc/1405190/,"Section 145 in The Code Of Criminal Procedure,   1973"
212,6257,Central Government Act,https://indiankanoon.org/doc/1131784/,Section 408 in The Indian Penal Code
213,6091,Central Government Act,https://indiankanoon.org/doc/545792/,"Section 2 in The Income- Tax Act,   1995"
214,6063,Central Government Act,https://indiankanoon.org/doc/697566/,"Section 106 in The Indian Evidence Act, 1872"
215,5806,Central Government Act,https://indiankanoon.org/doc/86648814/,Section 13 in The Indian Penal Code
216,5805,Central Government Act,https://indiankanoon.org/doc/752609/,Section 385 in The Indian Penal Code
217,5750,Central Government Act,https://indiankanoon.org/doc/768169/,"Section 451 in The Code Of Criminal Procedure,   1973"
218,5647,Central Government Act,https://indiankanoon.org/doc/200125/,"Section 3 in The Children Act,   1960"
219,5617,Central Government Act,https://indiankanoon.org/doc/409538/,"Section 14 in The Limitation Act, 1963"
220,5614,Central Government Act,https://indiankanoon.org/doc/487026/,"Section 378 in The Code Of Criminal Procedure,   1973"
221,5501,Central Government Act,https://indiankanoon.org/doc/178303/,"Section 13 in The Prevention of Corruption Act, 1988"
222,5456,Central Government Act,https://indiankanoon.org/doc/555776/,"Section 28 in The Income- Tax Act,   1995"
223,5453,Central Government Act,https://indiankanoon.org/doc/1089586/,"Section 25 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
224,5419,Central Government Act,https://indiankanoon.org/doc/1982060/,Section 450 in The Indian Penal Code
225,5263,Central Government Act,https://indiankanoon.org/doc/277989/,"Section 2 in The Right To Information Act, 2005"
226,5214,Central Government Act,https://indiankanoon.org/doc/664789/,"Section 406 in The Code Of Criminal Procedure,   1973"
227,5210,Central Government Act,https://indiankanoon.org/doc/581566/,Article 22 in The Constitution Of India   1949
228,5156,Central Government Act,https://indiankanoon.org/doc/1277726/,"Section 132 in The Income- Tax Act,   1995"
229,5123,Central Government Act,https://indiankanoon.org/doc/1903086/,"Section 374 in The Code Of Criminal Procedure,   1973"
230,5091,Central Government Act,https://indiankanoon.org/doc/833486/,"Section 61 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
231,5070,Central Government Act,https://indiankanoon.org/doc/1910806/,"Section 6 in The Right To Information Act, 2005"
232,5062,Central Government Act,https://indiankanoon.org/doc/1951329/,"Section 154 in The Income- Tax Act,   1995"
233,5035,Central Government Act,https://indiankanoon.org/doc/85233116/,"Section 11A in the Central Excise Act, 1944"
234,4991,Central Government Act,https://indiankanoon.org/doc/108711256/,Section 14 in RULES OF PROCEDURE OF THE NATIONAL COMMISSION FOR SCHEDULED CASTES
235,4988,Central Government Act,https://indiankanoon.org/doc/1232861/,"Section 8 in The Arbitration Act,   1940"
236,4985,Central Government Act,https://indiankanoon.org/doc/308396/,Section 193 in The Indian Penal Code
237,4940,Central Government Act,https://indiankanoon.org/doc/151577964/,"Section 54 in The Land Acquisition Act, 1894"
238,4845,Central Government Act,https://indiankanoon.org/doc/1264755/,"Section 326 in The Code Of Criminal Procedure,   1973"
239,4796,Central Government Act,https://indiankanoon.org/doc/833310/,Section 156 in The Indian Penal Code
240,4742,Central Government Act,https://indiankanoon.org/doc/686130/,"Section 141 in The Negotiable Instruments Act, 1881"
241,4721,Central Government Act,https://indiankanoon.org/doc/513777/,Section 451 in The Indian Penal Code
242,4714,Central Government Act,https://indiankanoon.org/doc/930621/,"Section 144 in The Code Of Criminal Procedure,   1973"
243,4711,Central Government Act,https://indiankanoon.org/doc/1321037/,"Section 11 in The Income- Tax Act,   1995"
244,4708,Central Government Act,https://indiankanoon.org/doc/578299/,Section 454 in The Indian Penal Code
245,4704,Central Government Act,https://indiankanoon.org/doc/1153041/,Section 370 in The Indian Penal Code
246,4681,Central Government Act,https://indiankanoon.org/doc/556739/,Section 382 in The Indian Penal Code
247,4666,Central Government Act,https://indiankanoon.org/doc/92590795/,"Section 11AC in the Central Excise Act, 1944"
248,4649,Central Government Act,https://indiankanoon.org/doc/1408202/,Section 500 in The Indian Penal Code
249,4630,Central Government Act,https://indiankanoon.org/doc/48127346/,Section 161 in The Indian Penal Code
250,4612,Central Government Act,https://indiankanoon.org/doc/520270/,Section 327 in The Indian Penal Code
251,4606,Central Government Act,https://indiankanoon.org/doc/770112/,"Section 17B in The Industrial Disputes Act,   1947"
252,4589,Central Government Act,https://indiankanoon.org/doc/1056165/,"Section 227 in The Code Of Criminal Procedure,   1973"
253,4549,Central Government Act,https://indiankanoon.org/doc/1629021/,Section 368 in The Indian Penal Code
254,4483,Central Government Act,https://indiankanoon.org/doc/785641/,"Section 9 in the Consumer Protection Act, 1986"
255,4479,Central Government Act,https://indiankanoon.org/doc/1667403/,Section 107 in The Indian Penal Code
256,4437,Central Government Act,https://indiankanoon.org/doc/1326470/,"Section 427 in The Code Of Criminal Procedure,   1973"
257,4426,Central Government Act,https://indiankanoon.org/doc/1749394/,"Section 17 in the Consumer Protection Act, 1986"
258,4367,Central Government Act,https://indiankanoon.org/doc/1590825/,"Section 471 in The Code Of Criminal Procedure,   1973"
259,4336,Central Government Act,https://indiankanoon.org/doc/1774629/,"Section 33 in The Industrial Disputes Act,   1947"
260,4323,Central Government Act,https://indiankanoon.org/doc/1406924/,Article 1 in The Constitution Of India   1949
261,4309,Central Government Act,https://indiankanoon.org/doc/1053937/,Section 466 in The Indian Penal Code
262,4285,Central Government Act,https://indiankanoon.org/doc/1827798/,"Section 204 in The Code Of Criminal Procedure,   1973"
263,4269,Central Government Act,https://indiankanoon.org/doc/981635/,"Section 2 in The Tamil Nadu Legislative Council (Abolition) Act,   1986."
264,4205,Central Government Act,https://indiankanoon.org/doc/897083/,"Section 239 in The Code Of Criminal Procedure,   1973"
265,4169,Central Government Act,https://indiankanoon.org/doc/561156/,"Section 17 in The Registration Act, 1908"
266,4151,Central Government Act,https://indiankanoon.org/doc/1359568/,Section 418 in The Indian Penal Code
267,4147,Central Government Act,https://indiankanoon.org/doc/35556724/,"Section 65B in The Indian Evidence Act, 1872"
268,4135,Central Government Act,https://indiankanoon.org/doc/1428703/,"Section 27 in The General Clauses Act, 1897"
269,4106,Central Government Act,https://indiankanoon.org/doc/177946336/,"Section 147 in The Negotiable Instruments Act, 1881"
270,4094,Central Government Act,https://indiankanoon.org/doc/1841395/,"Section 42 in The Narcotic Drugs and Psychotropic Substances Act, 1985"
271,4094,Central Government Act,https://indiankanoon.org/doc/1187642/,"Section 144 in The Income- Tax Act,   1995"
